website,time,link,title,summary
SEC,2020-06-04T16:05:00Z,https://www.sec.gov/news/press-release/2020-127,Insurance Company Settles SEC Charges for Failing to Disclose Executive Perks,"Perks Were Four Times Higher Than DisclosedFOR IMMEDIATE RELEASE2020-127The Securities and Exchange Commission today announced settled charges against Bermuda-based insurance company Argo Group International Holdings, Ltd. for failing to fully disclose perquisites and benefits provided to its former chief executive officer.
According to the order, Argo failed to disclose over $5.3 million it had paid on the CEO’s behalf, including in filings for 2018 after a shareholder issued a press release alleging undisclosed perks to the CEO.
The order finds that the perks Argo paid for, but did not disclose, included personal use of corporate aircraft, helicopter trips and other personal travel, housing costs, transportation for family members, personal services, club memberships, and tickets and transportation to entertainment events.
The order finds that, as a result, Argo understated perks and personal benefits paid to the CEO over this period by more than $1 million per year, or 400%.
Without admitting or denying the SEC’s findings, Argo consented to the SEC’s cease-and-desist order, which requires Argo to pay a $900,000 civil penalty."
SEC,2020-06-04T11:50:00Z,https://www.sec.gov/news/press-release/2020-126,SEC Awards Record Payout of Nearly $50 Million to Whistleblower,"This is the largest amount ever awarded to one individual under the SEC’s whistleblower program.
The next largest is a $39 million award to an individual in 2018.
Two individuals also shared a nearly $50 million whistleblower award that same year.
“This award marks several milestones for the whistleblower program,” said Jane Norberg, Chief of the SEC’s Office of the Whistleblower.
For more information about the whistleblower program and how to report a tip, visit www.sec.gov/whistleblower."
SEC,2020-05-28T17:30:00Z,https://www.sec.gov/news/press-release/2020-125,SEC Issues Agenda for June 1 Meeting of the Fixed Income Market Structure Advisory Committee,"FOR IMMEDIATE RELEASE2020-125The Securities and Exchange Commission today released the agenda for the June 1 meeting of the Fixed Income Market Structure Advisory Committee (FIMSAC).
The Commission established the FIMSAC to provide a formal mechanism through which the Commission can receive advice and recommendations on fixed income market structure issues.
The meeting will be held by remote means and will be open to the public via webcast on the SEC’s website at www.sec.gov.
Paper submissions:Send paper submissions in triplicate to Secretary, Securities and Exchange Commission, 100 F Street, N.E., Washington, D.C. 20549-1090.
***SEC Fixed Income Market Structure Advisory CommitteeAgendaJune 1, 20209:30 a.m."
SEC,2020-05-28T14:10:00Z,https://www.sec.gov/news/press-release/2020-124,Unregistered $25.5 Million ICO Issuer to Return Money for Distribution to Investors,"According to the SEC’s order, from June to November 2017, BitClave raised over $25 million by selling its Consumer Activity Tokens (CAT) to approximately 9,500 investors, including investors in the U.S.
The order finds that BitClave failed to register their offers and sales of CAT, which constituted securities.
“The remedies ordered by the Commission will provide meaningful relief to investors in this unregistered offering.”The SEC’s order finds that BitClave violated the registration provisions of the federal securities laws.
Without admitting or denying the SEC’s findings, BitClave agreed to pay disgorgement of $25,500,000, prejudgment interest of $3,444,197, and a penalty of $400,000.
The order establishes a Fair Fund to return monies paid by BitClave to injured investors."
SEC,2020-05-26T16:17:00Z,https://www.sec.gov/news/press-release/2020-123,Private Equity Firm Ares Management LLC Charged With Compliance Failures,"The SEC’s order finds that, in 2016, Ares invested several hundred million dollars in a public company through a loan and equity investment that allowed Ares to appoint a senior employee to the company’s board.
The order finds that Ares’s compliance policies failed to account for the special circumstances presented by having an employee serve on the portfolio company’s board while that employee continued to participate in trading decisions regarding the portfolio company.
After receiving this information, Ares purchased more than 1 million shares of the company’s common stock, which was 17% of the publicly available shares.
The order finds that Ares did not require its compliance staff, prior to approving the trades, to sufficiently inquire and document whether the board representative and members of his Ares team possessed material nonpublic information relating to the portfolio company.
“Investment advisers and private equity firms that place employees on the boards of public companies bear heightened risks that they will obtain nonpublic material information through their representative occupying dual roles,” said Anita B. Bandy, Associate Director in the Division of Enforcement."
SEC,2020-05-22T12:16:00Z,https://www.sec.gov/news/press-release/2020-122,SEC Charges Owner of Film Distribution Company with Defrauding Publicly Traded Fund,"FOR IMMEDIATE RELEASE2020-122The Securities and Exchange Commission today announced charges against William Sadleir, the owner of a film distribution company, for defrauding a publicly traded fund of at least $13.8 million.
The SEC alleges that BlackRock Multi-Sector Income Trust (BIT), a registered closed-end management investment company, invested approximately $75 million in Aviron Group LLC, a film distribution company founded, owned, and operated by Sadleir.
Contrary to these representations, Sadleir allegedly used a sham company as a vehicle to fraudulently divert and misappropriate BIT funds and issued fake invoices seeking BIT funds for services that were never provided.
Sadleir allegedly used the funds to pay personal expenses, including his purchase, furnishing, and renovation of a Beverly Hills mansion.
The case was supervised by Andrew Dean of the Asset Management Unit."
SEC,2020-05-22T08:45:00Z,https://www.sec.gov/news/press-release/2020-121,SEC Announces Virtual Conference on Municipal Securities Disclosure,"ET at www.sec.gov, and will be archived on the Office of Municipal Securities (OMS) webpage for later viewing.
The conference will bring together a variety of municipal securities market participants, including issuers and investors, to discuss the state of secondary market disclosure in the municipal securities market, including COVID-19 related disclosure and potential opportunities for regulatory and industry improvement.
Areas of focus during the conference will include voluntary disclosure practices of municipal issuers; buy-side perspectives of the state of secondary market disclosure; and emerging issues and trends in the municipal securities market and their potential impact on secondary market disclosure practices.
OMS coordinates the SEC’s municipal securities activities and administers the Commission’s rules pertaining to municipal securities brokers and dealers, municipal advisors, investors in municipal securities, and municipal issuers.
OMS advises the Commission on policy matters relating to the municipal securities market and is responsible for policy development, coordination, and implementation of Commission initiatives to improve the municipal securities market."
SEC,2020-05-22T08:30:00Z,https://www.sec.gov/news/press-release/2020-120,SEC Shuts Down Fraudulent Investment Adviser Targeting Senior Citizens,"According to the complaint, Northstar raised more than $5.6 million from at least 35 investors and paid out $5.2 million to those investors as interest payments or principal returned.
Smith also allegedly used investor funds to settle investor fraud lawsuits.
“Investors should be wary of investments promising no risk and high returns, which are classic warning signs of investment fraud.”The SEC’s Office of Investor Education and Advocacy has issued investor alerts on frauds targeting seniors and Ponzi scheme red flags.
In a parallel action, the U.S. Attorney’s Office for the Central District of California announced on May 21 that it filed a criminal complaint against Smith.
The SEC appreciates the assistance of the U.S. Attorney’s Office for the Central District of California, the Federal Bureau of Investigation, and the California Department of Business Oversight."
SEC,2020-05-21T13:30:00Z,https://www.sec.gov/news/press-release/2020-119,SEC Issues Agenda for May 27 Meeting of the Asset Management Advisory Committee,"FOR IMMEDIATE RELEASE2020-119The Securities and Exchange Commission today released the agenda for the May 27 meeting of the Asset Management Advisory Committee (AMAC).
AMAC was formed to provide the Commission with diverse perspectives on asset management and related advice and recommendations.
The meeting will include a discussion of matters relating to AMAC’s subcommittees and to COVID-19 and the asset management industry.
Paper submissions:Send paper submissions in triplicate to Secretary, Securities and Exchange Commission, 100 F Street NE, Washington, D.C. 20549-1090.
* * *Asset Management Advisory Committee – Agenda for May 27, 2020, Meeting"
SEC,2020-05-21T09:01:00Z,https://www.sec.gov/news/press-release/2020-118,SEC Adopts Amendments to Improve Financial Disclosures about Acquisitions and Dispositions of Businesses,"The amendments will update our rules which have not been comprehensively addressed since their adoption, some over 30 years ago.
The amendments will be effective on Jan. 1, 2021, but voluntary compliance will be permitted in advance of the effective date.
The number of years of financial information that must be provided depends on the relative significance of the acquisition to the registrant.
Article 11 of Regulation S-X also requires registrants to file unaudited pro forma financial information relating to the acquisition or disposition.
Pro forma financial information typically includes a pro forma balance sheet and pro forma income statements based on the historical financial statements of the registrant and the acquired or disposed business, including adjustments to show how the acquisition or disposition might have affected those financial statements."
SEC,2020-05-20T15:30:00Z,https://www.sec.gov/news/press-release/2020-117,"SEC Announces 2020 Small Business Forum, to Be Held Virtually","FOR IMMEDIATE RELEASE2020-117The Securities and Exchange Commission will virtually host its 39th annual Government-Business Forum on Small Business Capital Formation on the afternoon of June 18, 2020.
“The Forum provides an important opportunity for us to engage directly with the small business community, hearing first-hand from small businesses and their investors about their experiences in capital raising,” said Chairman Jay Clayton.
“Every year we take back valuable insights that shape our perspectives on capital formation and investor protection efforts.”This is the second year that the Office of the Advocate for Small Business Capital Formation will host the Forum.
Our team is thrilled to bring together the entrepreneurial community in a virtual environment this year,” said SEC Advocate for Small Business Capital Formation Martha Legg Miller.
It will begin with a session highlighting perspectives and insights from thought leaders across the capital formation marketplace, followed by two consecutive sessions where participants will formulate capital formation policy recommendations for Congress and the Commission."
SEC,2020-05-19T08:30:12Z,https://www.sec.gov/news/press-release/2020-116,SEC Staff to Host July 9 Roundtable on Emerging Markets,"FOR IMMEDIATE RELEASE2020-116The Securities and Exchange Commission today announced July 9 as the date for its staff roundtable to hear the views of investors, other market participants, regulators, and industry experts on the risks of investing in emerging markets, including China.
Over the past decade, U.S. investors, and the U.S. capital markets more generally, have increased exposure to companies with significant operations in emerging markets, including China—the largest emerging market and the world’s second largest economy.
Investments in emerging markets, including China, entail significant disclosure, financial reporting and other risks for U.S. investors.
SEC Chairman Jay Clayton previously announced that the staff would hold a roundtable on this topic in a statement released on May 4.
Members of the public who wish to provide views on the risks of investing in emerging markets, including China, may submit their views electronically to EmergingMarkets@SEC.gov or use the ."
SEC,2020-05-18T17:10:00Z,https://www.sec.gov/news/press-release/2020-115,SEC Charges Three Former KPMG Audit Partners for Exam Sharing Misconduct,"FOR IMMEDIATE RELEASE2020-115The Securities and Exchange Commission today announced settled charges against three former KPMG LLP audit partners for improperly sharing answers to internal training exams and for subsequent wrongdoing during an investigation of exam sharing misconduct at the firm.
The SEC previously charged KPMG with violations concerning the exam sharing misconduct, as well as for altering past audit work after receiving stolen information about inspections that would be conducted by the PCAOB.
According to the SEC’s orders, former KPMG audit partners Timothy Daly, Michael Bellach, and John Donovan each engaged in misconduct in connection with exams KPMG administered to test whether its audit professionals understood certain accounting and auditing principles.
The order against Donovan finds that he also supported the sharing of exams and answers within his team.
According to the order, between April and September 2018, Donovan received answers to training exams from subordinates on several occasions, and shared answers with his team three times."
SEC,2020-05-15T17:36:00Z,https://www.sec.gov/news/press-release/2020-114,SEC Adopts Amendments to the CAT NMS Plan to Improve Transparency and Financial Accountability,"FOR IMMEDIATE RELEASE2020-114The Securities and Exchange Commission today voted to adopt amendments to the national market system plan governing the consolidated audit trail (the “CAT NMS Plan”) to bring additional transparency, governance, oversight, and financial accountability to its implementation.
The amendments to the CAT NMS Plan require the Financial Industry Regulatory Authority (FINRA) and the exchanges, the self-regulatory organizations that are participants to the CAT NMS Plan (the “Participants”), to publish and file with the Commission a complete implementation plan for the Consolidated Audit Trail (“CAT”) and quarterly progress reports.
Each of the reports must be approved by the Operating Committee established by the CAT NMS Plan and submitted to the CEO, President, or an equivalently situated senior officer at each Participant.
“Today’s amendments are another significant step in our efforts to bring both much-needed transparency and accountability to CAT’s implementation,” said SEC Chairman Jay Clayton.
Operational Transparency AmendmentsThe Participants must file with the Commission, and make publicly available, a detailed implementation plan and ongoing quarterly progress reports."
SEC,2020-05-15T11:30:00Z,https://www.sec.gov/news/press-release/2020-113,SEC Announces New Investor Advisory Committee Members,"FOR IMMEDIATE RELEASE2020-113The Securities and Exchange Commission today announced the appointment of six new members to its Investor Advisory Committee.
The Committee was established under the Dodd-Frank Wall Street Reform and Consumer Protection Act to advise the Commission on regulatory priorities, regulation of securities products, trading strategies, fee structures, disclosure effectiveness, and initiatives to protect investors and promote investor confidence and the integrity of the U.S. securities markets.
“I welcome and look forward to working with this accomplished and diverse group of new Committee members,” said Chairman Jay Clayton.
“I also thank the SEC staff and Commissioners Peirce, Roisman, and Lee for their collective efforts to bring a strong group of new members to the Committee.”The new members of the Investor Advisory Committee are:Cien Asoera, Financial Advisor, Edward JonesTheodore “Ted” Daniels, Founder and President, Society for Financial Education and Professional DevelopmentElissa Germaine, Professor, Pace Law School; Executive Director, John Jay Legal Services, and Director, Investor Rights Clinic, at Pace Law SchoolSatyam Khanna, Resident Fellow, NYU School of Law Institute for Corporate Governance and Finance (who will join the Committee on July 5, 2020)Lori Lucas, CFA, President and CEO, Employee Benefit Research InstituteChristopher Mirabile, Senior Managing Director and Board Member, Launchpad Venture Group; Chair Emeritus, Angel Capital AssociationThe new members will join the current members, who continue to serve their terms.
The Investor Advisory Committee’s next meeting will take place Thursday, May 21, and will be available to view via webcast at sec.gov."
SEC,2020-05-15T08:55:00Z,https://www.sec.gov/news/press-release/2020-112,SEC Orders Credit Rating Agency to Pay $3.5 Million for Conflicts of Interest Violations,"FOR IMMEDIATE RELEASE2020-112The Securities and Exchange Commission today charged New York-based credit rating agency Morningstar Credit Ratings LLC for violating a conflict of interest rule designed to separate credit ratings and analysis from sales and marketing efforts.
Morningstar has agreed to pay $3.5 million to settle the charges.
The SEC’s order finds that from mid-2015 through September 2016, credit rating analysts in Morningstar’s asset-backed securities (ABS) group engaged in sales and marketing to prospective clients.
“Credit rating agencies must be vigilant to prevent potential conflicts of interest between their ratings functions and their sales and marketing activities,” said Daniel Michael, Chief of the SEC Enforcement Division’s Complex Financial Instruments Unit.
Note: This press release was amended on May 19, 2020, to clarify the SEC’s charges."
SEC,2020-05-14T09:00:00Z,https://www.sec.gov/news/press-release/2020-111,SEC Charges Companies and CEO for Misleading COVID-19 Claims,"The SEC previously suspended trading temporarily in the securities of Applied BioSciences and Turbo Global.
According to the complaint, Singerman drafted the releases, which he knew to be false.
“We will continue to act swiftly when necessary to protect investors.”The SEC’s complaint against Applied BioSciences charges the company with violating antifraud provisions of the federal securities laws and seeks permanent injunctive relief and civil penalties.
The investigation of Applied BioSciences has been conducted by Kristine Zaleskas, Dugan Bliss, and Thomas P. Smith, Jr., and supervised by Lara S. Mehraban, all of the New York Regional Office.
The SEC’s Office of Investor Education and Advocacy previously issued an investor alert cautioning investors to be aware of COVID-19 scams."
SEC,2020-05-12T14:30:00Z,https://www.sec.gov/news/press-release/2020-110,SEC Obtains Receiver Over Florida Investment Adviser Charged With Fraud,"TCA allegedly distributed promotional materials to current and prospective investors that included the inflated asset values and false performance results.
According to the complaint, the funds’ reported net asset value of $516 million as of November 2019 was inflated by at least $130 million.
TCA and TCA-GP also allegedly distributed monthly account statements to investors falsely representing monthly returns and investment balances based on the inflated asset values.
The complaint further alleges that the funds paid inflated management fees to TCA and inflated performance fees to TCA-GP.
The court yesterday granted the SEC’s request to appoint Jonathan E. Perlman as receiver over the TCA, TCA-GP, and the TCA funds."
SEC,2020-05-12T08:45:00Z,https://www.sec.gov/news/press-release/2020-109,SEC Charges Morgan Stanley Smith Barney With Providing Misleading Information to Retail Clients,"Settlement Will Create $5 Million Fund to Benefit Harmed InvestorsFOR IMMEDIATE RELEASE2020-109The Securities and Exchange Commission today announced that Morgan Stanley Smith Barney LLC (MSSB) has agreed to settle charges that it provided misleading information to clients in its retail wrap fee programs regarding trade execution services and transaction costs.
Wrap fee programs offer accounts in which clients pay an asset-based “wrap fee” that covers investment advice and brokerage services, including trade execution.
According to the SEC’s order, MSSB marketed its wrap fee accounts as offering clients professional investment advice, trade execution, and other services within a “transparent” fee structure.
From at least October 2012 until June 2017, some of MSSB’s marketing and client communications gave the impression that wrap fee clients were not likely to incur additional trade execution costs.
As a result of MSSB’s conduct, the order finds that certain MSSB clients were unable to assess the value of the services received in exchange for the wrap fee paid to MSSB."
SEC,2020-05-11T18:18:05Z,https://www.sec.gov/news/press-release/2020-108,Chairman Jay Clayton Announces Additions to Executive Staff,"FOR IMMEDIATE RELEASE2020-108The Securities and Exchange Commission today released an updated roster of the executive staff of Chairman Jay Clayton, including several individuals who have recently joined the office.
Chairman Clayton's executive staff is responsible for advising the Chairman on all matters before the Commission, working closely with agency staff, and helping the Chairman perform all day-to-day operations needed to fulfill the SEC's mission.
""The women and men in the Chairman’s office have demonstrated an unwavering commitment to advancing the SEC’s mission, particularly during these challenging times,” said Chairman Jay Clayton.
Before joining the SEC, Mr. Gimbrere served as Chief Negotiator at the Internal Revenue Service.
Mr. Gimbrere earned his J.D."
SEC,2020-05-11T18:16:00Z,https://www.sec.gov/news/press-release/2020-107,SEC Names John Moses Managing Executive in Chairman’s Office,"FOR IMMEDIATE RELEASE2020-107The Securities and Exchange Commission today announced that John Moses has been named the Managing Executive in the Office of Chairman Jay Clayton.
As Managing Executive, Mr. Moses will advise the Chairman on matters relating to agency administration, operations and management, and will serve as the Chairman's primary liaison to divisions and offices on these matters.
Mr. Moses was previously the Deputy Director in the SEC’s Office of Minority and Women Inclusion (OMWI).
“I am pleased to welcome John to the office,” said Chairman Clayton.
The SEC also announced that Lisa Trueba Roberts has joined OMWI as Acting Deputy Director."
SEC,2020-05-11T18:15:00Z,https://www.sec.gov/news/press-release/2020-106,"Peter Uhlmann, Managing Executive in the Office of the Chairman, to Assume New Role at the Agency","FOR IMMEDIATE RELEASE2020-106The Securities and Exchange Commission today announced that Peter Uhlmann, Managing Executive in the Office of Chairman Jay Clayton, will assume a new role in the agency’s Office of Compliance Inspections and Examinations (OCIE).
For the past three years, Mr. Uhlmann has served as a lead adviser to the Chairman on matters related to agency administration, operations, and management and served as the Office of the Chairman’s primary liaison to all SEC divisions and offices on these matters.
“I am excited to be joining Pete Driscoll and the OCIE team, and I look forward to contributing to the office’s critical work to protect investors and ensure market integrity.”Mr. Uhlmann is the agency’s longest-serving operational executive.
Among other roles in his 15-year career at the SEC, he has served as Chief of Staff to former Chairman Christopher Cox and Managing Executive of the SEC’s Division of Corporation Finance.
Mr. Uhlmann earned his B.A."
SEC,2020-05-07T15:30:00Z,https://www.sec.gov/news/press-release/2020-105,SEC Investor Advisory Committee to Meet Virtually on May 21,"FOR IMMEDIATE RELEASE2020-105The Securities and Exchange Commission's Investor Advisory Committee will hold a public meeting on May 21, 2020 by remote means.
ET, is open to the public via live webcast, and will be archived on the committee's website for later viewing.
The committee will hold two panel discussions: a discussion regarding index funds, and a discussion regarding credit rating agencies.
Members of the committee represent a wide variety of investor interests, including those of individual and institutional investors, senior citizens, and state securities commissions.
The Investor Advisory Committee was established to advise the SEC on regulatory priorities, the regulation of securities products, trading strategies, fee structures, the effectiveness of disclosure, and on initiatives to protect investor interests and to promote investor confidence and the integrity of the securities marketplace."
SEC,2020-05-06T16:35:00Z,https://www.sec.gov/news/press-release/2020-104,SEC Charges Bloomberg Tradebook for Order Routing Misrepresentations,"FOR IMMEDIATE RELEASE2020-104The Securities and Exchange Commission today filed settled charges against registered broker-dealer Bloomberg Tradebook LLC for making material misrepresentations and omitting material facts about how the firm handled certain customer trade orders.
Between November 2010 and September 2018, approximately 6.4 million Tradebook customer orders were executed based on routing decisions made by these unaffiliated broker-dealers.
Additionally, Tradebook provided unverifiable execution venue information to customers for more than a million orders routed using the Low Cost Router.
“Broker-dealers must take care to provide customers with accurate and up to date information about important features of their order routing services.”The SEC’s order finds that Tradebook violated an antifraud provision of the securities laws.
Without admitting or denying the findings in the SEC’s order, Tradebook agreed to be censured and to pay a $5 million penalty, an amount that reflects Tradebook’s significant cooperation with the SEC staff."
SEC,2020-05-06T14:03:00Z,https://www.sec.gov/news/press-release/2020-103,SEC Directs Equity Exchanges and Financial Industry Regulatory Authority to Improve Governance of Market Data Plans,"""Today's action reflects careful analysis and deliberation on modernizing and improving access to equity market data and, as a result, our equity market structure more generally,"" said SEC Chairman Jay Clayton.
The consolidated equity market data produced pursuant to NMS plans is a critical component of the national market system through which these investments are priced and traded.
Currently, three national market system plans (the Equity Data Plans) approved by the Commission facilitate the collection, consolidation, and dissemination of information regarding NMS stocks.
After considering any comments received on the New Consolidated Data Plan, the Commission will consider whether to approve the New Consolidated Data Plan with any changes or subject to such conditions as the Commission may deem necessary or appropriate.
Until a New Consolidated Data Plan has been approved by the Commission, the current Equity Data Plans will continue to govern the collection, processing, and dissemination of equity market data."
SEC,2020-05-05T13:45:00Z,https://www.sec.gov/news/press-release/2020-102,"SEC Commemorates Teacher Appreciation Week, Highlights Ongoing Commitment to Serving Teachers","FOR IMMEDIATE RELEASE2020-102The Securities and Exchange Commission announced that it is premiering new multimedia resources to support teachers in connection with Teacher Appreciation Week.
This content builds on the Commission’s longstanding efforts to serve teachers in both their capacities—as educators and investors.
“Teachers are continuing to admirably serve America’s children through these extraordinarily challenging times,” said Chairman Jay Clayton.
In June 2019, Chairman Clayton announced the SEC’s Teachers Initiative, which focuses additional enforcement and investor education resources on protecting teachers who often leave financial planning to others so that they can focus on preparing students for the future.
“Safeguarding the hard-earned savings of America’s educators is a top priority for the SEC,” said Steven Peikin, Co-Director of the Commission’s Division of Enforcement."
SEC,2020-05-04T14:18:00Z,https://www.sec.gov/news/press-release/2020-101,"SEC Provides Temporary, Conditional Relief to Allow Small Businesses to Pursue Expedited Crowdfunding Offerings","To take advantage of the temporary rules, a company must meet enhanced eligibility requirements and provide clear, prominent disclosure to investors about its reliance on the relief.
The relief will apply to offerings launched between the effective date of the temporary rules and Aug. 31, 2020.
""In the current environment, many established small businesses are facing challenges accessing urgently needed capital in a timely and cost-effective manner,"" said SEC Chairman Jay Clayton.
The temporary rules are the latest in a series of steps the Commission has taken to assist financial market participants in addressing the impacts of the coronavirus.
The following table summarizes the current rules and today’s temporary amendments:"
SEC,2020-05-04T09:50:00Z,https://www.sec.gov/news/press-release/2020-100,SEC Awards Almost $2 Million to Whistleblower,"“The whistleblower’s information and assistance helped the SEC stop an ongoing fraud in its tracks,” said Jane Norberg, Chief of the SEC’s Office of the Whistleblower.
No money has been taken or withheld from harmed investors to pay whistleblower awards.
Whistleblower awards can range from 10 percent to 30 percent of the money collected when the monetary sanctions exceed $1 million.
As set forth in the Dodd-Frank Act, the SEC protects the confidentiality of whistleblowers and does not disclose information that could reveal a whistleblower’s identity.
For more information about the whistleblower program and how to report a tip, visit www.sec.gov/whistleblower."
SEC,2020-04-28T17:15:00Z,https://www.sec.gov/news/press-release/2020-99,Small Business Capital Formation Advisory Committee to Discuss the SEC’s Capital Formation Proposal on May 8,"FOR IMMEDIATE RELEASE2020-99The Securities and Exchange Commission today released the agenda for the Friday, May 8 meeting of its Small Business Capital Formation Advisory Committee, which will be hosted via video conference.
The Committee will discuss the Commission’s recent Capital Formation Proposal, which proposes amendments to simplify, harmonize, and improve certain aspects of the exempt offering framework.
During the meeting, the Committee will also continue its discussion from April 2 on how small businesses are coping with COVID-19 and share observations from their areas of the marketplace.
In addition, the SEC’s Office of the Advocate for Small Business Capital Formation, which supports the Committee, is convening virtual coffee breaks to engage with the public on how COVID-19 is impacting raising capital.
Additional information on the Committee, including its members, is available on the committee webpage."
SEC,2020-04-28T13:45:00Z,https://www.sec.gov/news/press-release/2020-98,SEC Awards Over $18 Million to Whistleblower,"FOR IMMEDIATE RELEASE2020-98The Securities and Exchange Commission today announced an award of more than $18 million to a whistleblower whose significant information prompted an examination that resulted in an important enforcement action.
The whistleblower repeatedly reported the problem internally before contacting the SEC.
“This whistleblower stepped forward and helped the agency better protect Main Street investors.”The SEC has awarded over $448 million to 81 individuals since issuing its first award in 2012.
All payments are made out of an investor protection fund established by Congress that is financed entirely through monetary sanctions paid to the SEC by securities law violators.
Whistleblower awards can range from 10 percent to 30 percent of the money collected when the monetary sanctions exceed $1 million."
SEC,2020-04-28T12:40:00Z,https://www.sec.gov/news/press-release/2020-97,SEC Charges Company and CEO for COVID-19 Scam,"The SEC previously issued an order on March 26 temporarily suspending trading in the securities of Praxsyn.
Praxsyn’s CEO Frank J. Brady was quoted in the release as telling any interested buyers that the company was accepting orders of a minimum of 100,000 masks.
Despite these claims, according to the complaint, Praxsyn never had any masks in its possession, any orders for masks, or a single contract with any manufacturer or supplier to obtain masks.
After regulatory inquiries, Praxsyn issued a third press release on March 31 admitting that it never had any masks available to sell.
The SEC’s Office of Investor Education and Advocacy previously issued an investor alert cautioning investors to be aware of COVID-19 scams."
SEC,2020-04-27T15:30:00Z,https://www.sec.gov/news/press-release/2020-96,SEC Announces Investor Advisory Committee Meeting Focusing on COVID-19,"FOR IMMEDIATE RELEASE2020-96The Securities and Exchange Commission's Investor Advisory Committee will hold a public meeting on May 4, 2020, by remote means.
ET, is open to the public via live webcast, and will be archived on the committee's website for later viewing.
The committee will hold two discussions: a discussion of public company disclosure considerations in a COVID-19 pandemic context, and a discussion of public company shareholder engagement/virtual shareholder meetings in a COVID-19 pandemic context.
Members of the committee represent a wide variety of investor interests, including those of individual and institutional investors, senior citizens, and state securities commissions.
The Investor Advisory Committee was established to advise the SEC on regulatory priorities, the regulation of securities products, trading strategies, fee structures, the effectiveness of disclosure, and on initiatives to protect investor interests and to promote investor confidence and the integrity of the securities marketplace."
SEC,2020-04-24T14:00:00Z,https://www.sec.gov/news/press-release/2020-95,SEC Forms Cross-Divisional COVID-19 Market Monitoring Group,"FOR IMMEDIATE RELEASE2020-95The Securities and Exchange Commission today announced the formation of an internal, cross-divisional COVID-19 Market Monitoring Group.
“At the SEC, our monitoring of, and responses to, the effects of COVID-19 on our capital markets often must take into account complexities, interconnections and continually evolving dynamics of our markets.
The COVID-19 Market Monitoring Group will help us continue and expand upon this interdisciplinary work.
This group will also aid our efforts to assist and support the work of the PWG, FSOC, FSB and our other domestic and global regulatory partners.”The COVID-19 Market Monitoring Group will be chaired by S.P.
I look forward to continuing to work with my colleagues to provide advice and analysis that benefits from their diverse and pragmatic experience.”The COVID-19 Market Monitoring Group will initially include the following representatives from across the SEC:"
SEC,2020-04-24T11:59:00Z,https://www.sec.gov/news/press-release/2020-94,Louis Gracia and Vanessa Horton Named Associate Directors of Investment Adviser/Investment Company Examination Program in Chicago Regional Office,"FOR IMMEDIATE RELEASE2020-94The Securities and Exchange Commission today announced that Louis Gracia and Vanessa Horton have been named Associate Directors of the Investment Adviser/Investment Company (IA/IC) examination program in the agency's Chicago Regional Office.
Mr. Gracia has been a Deputy Associate Regional Director in the Chicago IA/IC examination program since January 2015.
He joined the SEC's Chicago Regional Office in 1994 as an Examiner and later served as an Exam Manager and Assistant Regional Director.
Ms. Horton has been an Assistant Regional Director in the Chicago IA/IC examination program since December 2015.
She joined the SEC's Chicago Regional Office in 2004 as an Accountant and was later named an Exam Manager."
SEC,2020-04-21T19:20:00Z,https://www.sec.gov/news/press-release/2020-93,SEC Proposes to Modernize Framework for Fund Valuation Practices,"FOR IMMEDIATE RELEASE2020-93The Securities and Exchange Commission today announced that it has voted to propose a new rule that would establish a framework for fund valuation practices.
Since then, markets and fund investment practices have evolved considerably.
* * *FACT SHEETGood Faith Determinations of Fair Value under the Investment Company Act of 1940HighlightsThe Commission voted to propose a new rule establishing a framework for funds’ fair value determinations.
Determining Fair Value in Good FaithProposed rule 2a-5 would require the performance of certain functions in order to determine fair value in good faith.
These functions include, for example:Periodically assessing and managing material risks associated with fair value determinations, including material conflicts of interest;Selecting, applying and testing fair value methodologies; andOverseeing and evaluating any pricing services used."
SEC,2020-04-20T19:45:00Z,https://www.sec.gov/news/press-release/2020-92,SEC Provides for Phased CAT Broker-Dealer Reporting Timelines with Conditional Exemption for Impacts of COVID-19,"The first Commission order focuses on allowing for equity and options reporting in phases, taking into account the complexity of reporting events.
In order to address the impact of COVID-19 while preserving progress toward existing milestones, the first exemptive order also allows for a delayed start to CAT reporting conditioned upon compliance with certain other obligations.
These obligations include milestones related to testing and releases of CAT functionality, as well as all other compliance dates for broker-dealer reporting to the CAT.
This order provides exemptive relief permitting these firms to follow the CAT reporting timeline applicable to small broker-dealers.
Following today's actions, select milestones for broker-dealer reporting to the CAT are:"
SEC,2020-04-20T15:05:00Z,https://www.sec.gov/news/press-release/2020-91,SEC Issues $5 Million Whistleblower Award,"FOR IMMEDIATE RELEASE2020-91The Securities and Exchange Commission today announced a $5 million award to a whistleblower who provided significant information that led to a successful enforcement action.
“The whistleblower award today is the seventh award the SEC has announced to individual whistleblowers in the last month,” said Jane Norberg, Chief of the SEC’s Office of the Whistleblower.
No money has been taken or withheld from harmed investors to pay whistleblower awards.
Whistleblowers may be eligible for an award when they voluntarily provide the SEC with original, timely, and credible information that leads to a successful enforcement action.
Whistleblower awards can range from 10 percent to 30 percent of the money collected when the monetary sanctions exceed $1 million."
