Website,Headline,Link,Paragraph,Image URL,Timestamp,Summary,Topic
Compliance Week,e-Book: Companies still wrestle with data privacy regulation,https://www.complianceweek.com/e-books/e-book-companies-still-wrestle-with-data-privacy-regulation/29458.article,,,2020-09-15T04:15:00+01:00,"Our e-Books are prepared by Compliance Week and are free to view.
How to downloadYou need to register for this site and agree to the sponsor’s conditions to be granted access.",Data Privacy
Compliance Week,U.K. lawsuit seeks $3.2B from YouTube for violating children’s privacy,https://www.complianceweek.com/data-privacy/uk-lawsuit-seeks-32b-from-youtube-for-violating-childrens-privacy/29455.article,,,2020-09-14T19:29:00+01:00,"A lawsuit seeking class-action status alleges video-streaming service YouTube, a Google subsidiary, unlawfully collects personal information from children without parental consent and harvests their data for advertising purposes, in violation of British and European data privacy laws.
The lawsuit, filed in U.K. High Court, represents the first action filed on behalf of children against a big tech company in the United Kingdom or Europe.
According to the allegations, YouTube’s targeting and profiting from child audiences violates the U.K. Data Protection Act and the EU’s General Data Protection Regulation (GDPR).
“British and European laws are there to protect all citizen’s privacy and data rights, with special protections for children.
Similar casesIf successful, the lawsuit would not be the first time Google has had to pay up for children’s privacy violations.",Data Privacy
Compliance Week,Credit to JPMorgan Chase in this week’s banking-themed naughty/nice list,https://www.complianceweek.com/opinion/credit-to-jpmorgan-chase-in-this-weeks-banking-themed-naughty/nice-list/29444.article,,,2020-09-10T21:14:00+01:00,"Nailed ItJPMorgan Chase: The biggest issuer of Paycheck Protection Program (PPP) loans issued an all-company memo earlier this week encouraging employees to be “vigilant” regarding potential fraud under the program.
—Dave LefortBlackBerry: Even though the General Data Protection Regulation took effect in May 2018, it feels like many are still trying to wrap their heads around it.
So, the worker started an online petition to encourage the company to take a stronger stance on sexual harassment.
The petition garnered 7,000 signatures and unearthed other stories of sexual harassment from Trader Joe’s employees across various states.
They will take you down faster than you can say “the keystroke is mightier than the sword.” —Aly McDevitt",Data Privacy
Compliance Week,Ireland’s order to Facebook to halt data transfers could have ‘profound’ impact,https://www.complianceweek.com/data-privacy/irelands-order-to-facebook-to-halt-data-transfers-could-have-profound-impact/29440.article,,,2020-09-10T16:06:00+01:00,"To comply, Facebook would likely have to re-engineer its service to silo most data it collects from European users or stop serving them entirely, at least temporarily.
If it fails to comply with an order, the regulator has the power to fine Facebook up to 4 percent of its annual revenue, estimated to be around $2.8 billion, under the EU’s General Data Protection Regulation (GDPR).
However, Nick Clegg, Facebook’s VP of global affairs and communications, confirmed in a blog the Irish DPC has commenced an inquiry into the firm’s controlled EU-U.S. data transfers, and that it has suggested SCCs cannot in practice be used by Facebook for EU-U.S. data transfers.
The European Data Protection Board (EDPB), the EU’s regulator for the GDPR, would also need to consider the matter.
However, the move signifies EU data protection authorities are ready to act to deter companies—particularly those that are data-driven, like Big Tech—from transferring EU citizens’ data to the United States.",Data Privacy
Compliance Week,More Privacy Shield fallout: Swiss-U.S. pact ruled inadequate,https://www.complianceweek.com/data-privacy/more-privacy-shield-fallout-swiss-us-pact-ruled-inadequate/29432.article,,,2020-09-09T18:57:00+01:00,"The hits keep coming for the United States in the wake of the Court of Justice of the European Union’s (CJEU) ruling in July to scrap the EU-U.S. Privacy Shield.
The General Data Protection Regulation also does not apply to Switzerland as a whole, instead only affecting Swiss companies that meet certain conditions.
The United States had held its “adequate data protection under certain conditions” position on the Swiss list since January 2017, largely in part due to the assurances provided by the Privacy Shield regime.
The Swiss-U.S. pact requires that certified U.S. businesses respect the principles of Swiss data protection legislation and includes guarantees by U.S. authorities in relation to access to transferred personal data, particularly pertaining to U.S. surveillance laws.
In his policy paper, the FDPIC notes several best practices for transferring data to non-listed countries, which the United States is now one of.",Data Privacy
Compliance Week,European Commission: No Privacy Shield replacement in sight,https://www.complianceweek.com/data-privacy/european-commission-no-privacy-shield-replacement-in-sight/29411.article,,,2020-09-04T15:57:00+01:00,"The European Commission this week warned there will be “ no quick fix ” to replace the now-invalidated Privacy Shield, which governed data transfers between the European Union and United Sates.
EU Justice Commissioner Didier Reynders told members of the European Parliament (MEPs) on Thursday the “political nature” of the issue would likely hamper progress on a replacement, despite a willingness by officials in both the European Union and United States to resolve the problem quickly.
Reynders said any bid from the European Union for the United States to consider “legislative changes” to the country’s surveillance laws to align them with European expectations of privacy, as well as the timing of the U.S. election in November, are likely to slow progress.
Reynders told MEPs on the EU Parliament’s civil liberties committee that the European Commission is seeking to “modernize” SCCs and that a first draft should be available this month.
The Commission hopes to launch the adoption process soon and to finalize the updated SCCs by the end of 2020, depending on whether the European Data Protect Board (EDPB) and national DPAs back the changes.",Data Privacy
Compliance Week,Credit social media giants for prepping for election chaos,https://www.complianceweek.com/opinion/credit-social-media-giants-for-prepping-for-election-chaos/29404.article,,,2020-09-03T18:12:00+01:00,"And they’re not just “war-gaming” with each other around November’s election, they are involving the intelligence community as well, according to reports.
—Dave LefortSecurities and Exchange Commission: Is the Commission ever going to discuss proposed changes to its mostly successful whistleblower program?
In 2019, the Commission canceled a meeting to vote on the changes, and then canceled another one this week.
Maybe the SEC is reconsidering the changes, or maybe it wants to allow brand-new Commissioner Caroline Crenshaw to get up to speed?
If the SEC can’t find time to discuss the proposed changes in over two years maybe it should just discard them.",Data Privacy
Compliance Week,CPE Webcast: How to minimize privacy risks and maintain regulatory compliance,https://www.complianceweek.com/webcasts/cpe-webcast-how-to-minimize-privacy-risks-and-maintain-regulatory-compliance/29279.article,,,2020-09-03T14:00:00+01:00,"Register for this webcastEstablishing an effective data retention policy is a key step in managing and protecting one of your organization’s most valuable assets: it’s data.
Many companies are vastly over-retaining information today and much of that information contains personal data (PII), which puts them at risk for extreme regulatory fines under GDPR and CCPA or the other 700+ privacy laws around the world.
In this webinar, learn from industry experts:Why is implementing an effective data retention/minimization process so vital?
Why is understanding and mapping your data assets so important?
How to minimize privacy risks and maintain regulatory complianceSpeakers:Rebecca Perry - Director of Strategic Partnerships, ExterroPeter Stockburger - Partner, DentonsDenise Louie - Director, Enterprise Risk & Information Governance, The J.M.",Data Privacy
Compliance Week,"CPE Webcast: Capturing, managing communications data in modern enterprise",https://www.complianceweek.com/webcasts/cpe-webcast-capturing-managing-communications-data-in-modern-enterprise/29283.article,,,2020-09-01T14:00:00+01:00,"And present circumstances—with huge swaths of the population working remotely and stuck inside their homes—have only made digital communications more critical.
Employees are using chat and collaboration apps to communicate and keep projects moving forward.
And they are using chat, text messaging, social media and more to keep in touch with clients.
In this webinar, we will take a deep dive into the challenges that firms face with capturing and managing content as digital communications sprawl.
Join us to learn:How the business communications landscape is evolvingHow to identify your communications dataKey considerations for capturing and managing your contentHow to set yourself up for efficient supervising and eDiscoverySpeaker:Amanda Anderson, Product Marketing Manager - Proofpoint",Data Privacy
Compliance Week,EU data authorities take different approaches to Privacy Shield ruling,https://www.complianceweek.com/data-privacy/eu-data-authorities-take-different-approaches-to-privacy-shield-ruling/29381.article,,,2020-08-28T18:12:00+01:00,"It appears Europe’s data authorities are prepared to interpret a key court judgement as they see fit in the absence of definitive guidance from Europe’s primary privacy regulator.
Acknowledging the CJEU ruling, the majority of EU data authorities have said they will work toward a common position with other EU regulators, as well as wait until the EDPB produces clear guidance.
Germany’s 19 federal and regional data regulators were among the first to signify they would follow the CJEU’s ruling strictly.
The Berlin supervisory authority, for example, has called for organizations to immediately transfer personal data formerly stored in the United States back to Europe.
Like the Berlin supervisory authority, the guidance recommends localizing personal data in the EU/EEA in order to avoid a transfer of data to third countries.",Data Privacy
Compliance Week,Credit to KPMG for shining a light on fraud at Wirecard,https://www.complianceweek.com/opinion/credit-to-kpmg-for-shining-a-light-on-fraud-at-wirecard/29375.article,,,2020-08-27T15:08:00+01:00,"Nailed ItKPMG: A scathing report in The Financial Times that detailed extensive fraud at German payment giant Wirecard wasn’t without a compliance-related silver lining.
The report highlighted the role auditor KPMG had in helping to shed light on the rotten inner workings at Wirecard.
Kudos to KPMG for not signing off on something they couldn’t confidently confirm, despite Wirecard’s insistence that everything was on the level.
“Storebrand will have a net zero in greenhouse gas emissions from its investment portfolios by 2050 at the latest,” the asset manager announced.
Honda has been slow to address the faulty airbags manufactured by longtime supplier Takata Corporation, only taking action after the lawsuits started flying.",Data Privacy
Compliance Week,CPE Webcast: Surviving the next chapter of CCPA and unstructured data management,https://www.complianceweek.com/webcasts/cpe-webcast-surviving-the-next-chapter-of-ccpa-and-unstructured-data-management/29340.article,,,2020-08-27T14:00:00+01:00,"View webcast on-demandThe California Consumer Privacy Act (CCPA) caused many U.S. companies to rethink their approach to data privacy when the law went into effect on January 1, 2020, and again when enforcement began on July 1, 2020.
Now, those businesses may need to rethink their data management strategy once more, thanks to a new measure on November’s ballot.
Join Paul Starrett, Beth Winters and Darryl Richardson for a roundtable discussion on Surviving the Next Chapter of the CCPA: What It Means for Your Unstructured Data Management on August 18, 2020.
We also discuss the problems with unstructured data and data privacy and how you can gain control of your unstructured data with Aparavi’s Automated Data Governance & Compliance Solution.
Speakers:Paul Starrett, CFE, EnCE, Atorney and Data Scientist - Starrett ConsultingBeth Winters, JD/MBA, Attorney and Solution Marketing Manager - AparaviDarryl Richardson, MSCP, Chief Product Evangelist - Aparavi",Data Privacy
Compliance Week,Clash over draft Twitter GDPR decision exposes differences among EU authorities,https://www.complianceweek.com/data-privacy/clash-over-draft-twitter-gdpr-decision-exposes-differences-among-eu-authorities/29368.article,,,2020-08-26T14:23:00+01:00,"At the earliest, the EDPB decision will be ready by Sept. 20.
The EU’s other 26 data protection authorities (the United Kingdom is now excluded) then had until June 22 to consider the draft decision and provide feedback.
First, he says, different data protection authorities raised different objections, some of which were very technical, specific, and niche.
Twitter is subject to three separate investigations by the Irish DPC, two of which are ongoing.
Others are less concerned about whether there is divergence in approach and more interested in disclosing the areas that data protection authorities disagree on.",Data Privacy
Compliance Week,"SEC wants to curb sensitive data contained in CAT submissions, EDGAR filings",https://www.complianceweek.com/regulatory-policy/sec-wants-to-curb-sensitive-data-contained-in-cat-submissions-edgar-filings/29349.article,,,2020-08-24T16:06:00+01:00,"The SEC also proposes to create a security working group that would include representation of chief security information officers from firms submitting data to the CAT.
“Data security is an essential pillar of the CAT,” said SEC Chairman Jay Clayton in a press release.
In May, the American Securities Association (ASA) sued the SEC over the CAT’s data collection.
The entire project, including the creation of a searchable CAT database and other requirements, is scheduled to be completed by 2022.
The proposed data security changes to the CAT will be subject to a 45-day comment period following publication in the Federal Register.",Data Privacy
Compliance Week,Jury’s out on Wells Fargo compliance moves; Twitter #fail for Irish DPC,https://www.complianceweek.com/opinion/jurys-out-on-wells-fargo-compliance-moves-twitter-fail-for-irish-dpc/29338.article,,,2020-08-20T18:33:00+01:00,"On the other, the moves seemingly pushed out Chief Compliance Officer Mike Roemer, who will leave the company following a transition period.
According to a report in the Financial Times, some at Wells Fargo viewed the risk overhaul as undermining a previous plan to centralize the risk and compliance functions at the bank.
With nearly 30 years in financial services, including a stint as group head of compliance at Barclays, Roemer was a big get for Wells Fargo and supposed to be the guy to lead its compliance comeback.
In our view, it’s a cowardly move by the Irish DPC that keeps it in the good graces of Big Tech.
The Financial News report mentions advances in RegTech, the coronavirus pandemic, and Brexit as reasons compliance could be perceived as vulnerable in the months ahead.",Data Privacy
Compliance Week,How far is too far with employee monitoring? Barclays case could offer litmus,https://www.complianceweek.com/data-privacy/how-far-is-too-far-with-employee-monitoring-barclays-case-could-offer-litmus/29336.article,,,2020-08-20T14:54:00+01:00,"The U.K. Information Commissioner’s Office (ICO) last week confirmed it was investigating allegations that Barclays Bank had effectively been spying on employees by using an intrusive software system that monitored workers’ activity.
Since last year, Barclays has been piloting a software system called “Sapience” that gives companies “insights into work patterns” and tracks employee productivity by monitoring their computer usage, according to the vendor’s website.
“If organizations wish to monitor their employees, they should be clear about its purpose and that it brings real benefits.
In 2017 Barclays faced widespread criticism when it rolled out a system known as OccupEye that tracked how long people spent at their desks.
Second, noncompliance with the GDPR poses significant financial risks to any organization that breaches strict data privacy.",Data Privacy
Compliance Week,"EU privacy advocate targets Facebook, Google in latest salvo",https://www.complianceweek.com/data-privacy/eu-privacy-advocate-targets-facebook-google-in-latest-salvo/29335.article,,,2020-08-19T20:02:00+01:00,"Privacy campaign group NOYB has filed complaints against 101 websites with European operators that it says are still sending data to the United States via Google Analytics and/or Facebook Connect integrations—potentially in breach of the European Union’s strict data privacy rules.
Universities that are at risk of transferring EU citizens’ personal data to the United States via Google and Facebook include the universities of Luxembourg and Liechtenstein.
Ecommerce firm Airbnb Ireland is named in four complaints to different European data protection authorities (Spain, Malta, Italy, and Denmark).
“It seems U.S. companies are still trying to convince their EU customers of the opposite.
We will gradually take steps against controllers and processors that violate the GDPR and against authorities that do not enforce the Court’s ruling, like the Irish Data Protection Commission that stays dormant.”",Data Privacy
Compliance Week,Trump’s TikTok crusade a hollow win for privacy,https://www.complianceweek.com/opinion/trumps-tiktok-crusade-a-hollow-win-for-privacy/29329.article,,,2020-08-19T16:44:00+01:00,"Is it reassuring that TikTok will be free from any potential Chinese influence imposed upon its current parent company ByteDance?
Sure, and this shouldn’t be understated given the unique national security risks an authoritarian superpower like China poses to the United States.
But isn’t it also a little bit ironic to hear Mnuchin say American data will be protected when TikTok becomes U.S.-owned?
The United States is still without a federal privacy law, and if the efforts of Congress are any indication, any such legislation is far from a priority.
So in the interim, Trump’s handling of TikTok may seem like a victory for privacy.",Data Privacy
Compliance Week,"Oracle, Salesforce targeted in class-action GDPR lawsuits",https://www.complianceweek.com/data-privacy/oracle-salesforce-targeted-in-class-action-gdpr-lawsuits/29320.article,,,2020-08-17T20:51:00+01:00,"A European privacy group on Friday announced the launch of a class-action lawsuit in Dutch court directed at American tech firms Oracle and Salesforce for alleged violations of the EU’s General Data Protection Regulation (GDPR).
The group, The Privacy Collective, says it is preparing to additionally file a similar lawsuit in England and Wales.
The cookies are used to create “shadow profiles” of those users without their consent, according to the Privacy Collective.
“As Oracle previously informed the Privacy Collective, Oracle has no direct role in the real-time bidding process (RTB), has a minimal data footprint in the EU, and has a comprehensive GDPR compliance program.
“Despite Oracle’s fulsome explanation, the Privacy Collective has decided to pursue its shake-down through litigation filed in bad faith.",Data Privacy
Compliance Week,e-Book: Data privacy back in the spotlight,https://www.complianceweek.com/e-books/e-book-data-privacy-back-in-the-spotlight/29321.article,,,2020-08-17T04:25:00+01:00,"Our e-Books are prepared by Compliance Week and are free to view.
How to downloadYou need to register for this site and agree to the sponsor’s conditions to be granted access.",Data Privacy
Compliance Week,"McDonald’s handling of ex-CEO scandal gets compliments, criticism",https://www.complianceweek.com/opinion/mcdonalds-handling-of-ex-ceo-scandal-gets-compliments-criticism/29308.article,,,2020-08-13T14:37:00+01:00,"If you’ve been following the story of Elizabeth Holmes’ rise and fall (and upcoming trial early next year), this is a must-listen.
—Dave LefortJennifer Newton: The Greenberg Traurig attorney deserves a shoutout for this week’s official launch of the National Association of Black Compliance & Risk Management Professionals.
McDonald’s announced the investigation this week and said it would try to claw back the millions it had paid Easterbrook upon his departure.
Marsalek is believed to have fled to Belarus before potentially finding refuge in Russia, according to reports.
A Wells Notice is not a formal charge, though it’s enough for Plank and Bergman to know they’re on shaky ground.",Data Privacy
Compliance Week,"Without guidance, U.S. companies in limbo after Privacy Shield scrapped",https://www.complianceweek.com/opinion/without-guidance-us-companies-in-limbo-after-privacy-shield-scrapped/29307.article,,,2020-08-12T19:31:00+01:00,"On the same day the CJEU handed down its decision, the U.S. Department of Commerce asserted it “will continue to administer the Privacy Shield program, including processing submissions for self-certification and re-certification to the Privacy Shield Frameworks and maintaining the Privacy Shield List,” the Department said in a press release.
“We will continue to hold companies accountable for their privacy commitments, including promises made under the Privacy Shield,” Simons told the Committee.
Why would U.S. regulators like the FTC tell companies they should keep their Privacy Shield statements up-to-date, honor the EU-U.S. Privacy Shield Principles and Supplemental Principles, and complete a timely annual recertification with the Commerce Department?
Sure, it makes sense to comply with the spirit of the Privacy Shield principles.
Even more crazy is that any business seeking to withdraw from the Privacy Shield List still has to notify the Commerce Department, complete a questionnaire, pay $200, then decide whether to “return, delete, or continue to apply the Privacy Shield Principles to the personal information that it received while participating in the Privacy Shield.” Without a valid Privacy Shield agreement to withdraw from, the process of withdrawing from the Commerce Department’s Privacy Shield List might best be described as Kafkaesque.",Data Privacy
Compliance Week,"Survey: Companies say lack of guidance, budget restrictions hamper compliance with CCPA",https://www.complianceweek.com/surveys-and-benchmarking/survey-companies-say-lack-of-guidance-budget-restrictions-hamper-compliance-with-ccpa/29304.article,,,2020-08-12T19:13:00+01:00,"Complying with provisions of the California Consumer Privacy Act (CCPA) continues to be difficult for many companies, according to a new survey from Compliance Week and OpenText .
“Data privacy is becoming increasingly important to consumers globally, and customers will gravitate towards companies that can protect their personal information.
“You cannot comply with data privacy laws unless you know what personal data you hold,” de Guzman said.
Proposition 24 asks voters to enact the California Privacy Rights Act (CPRA) of 2020.
The ballot question has strong public support, according to an Aug. 3 poll paid for by the ballot question’s proponent, Californians for Consumer Privacy.",Data Privacy
Compliance Week,CCOs show resilience in early survey data; compliance-blind NRA in crosshairs,https://www.complianceweek.com/opinion/ccos-show-resilience-in-early-survey-data-compliance-blind-nra-in-crosshairs/29289.article,,,2020-08-06T20:41:00+01:00,"—Dave LefortOCC and Varo Bank: Digital-only banking has its regulatory stamp of approval.
The Office of the Comptroller of the Currency (OCC) approved a national bank charter July 31 for Varo Bank, the first-ever charter granted to a completely digital banking platform.
Several other digital-only banking platforms—including Square and SoFi—also have national bank license applications in the pipeline, according to Finextra.
The true test for the OCC and other financial regulators will come as digital banking technology continues to push the boundaries of what’s possible.
Companies pledge to track and report data on whom they hire and promote, diversify their boards of directors, and improve recruiting efforts.",Data Privacy
Compliance Week,Twitter could face up to $250M FTC fine for misuse of data,https://www.complianceweek.com/cyber-security/twitter-could-face-up-to-250m-ftc-fine-for-misuse-of-data/29276.article,,,2020-08-04T15:34:00+01:00,"In the filing, Twitter said it received a draft complaint from the FTC on July 28, alleging the company violated its 2011 consent order with the FTC and the FTC Act.
The 2011 consent order resolved charges that Twitter “deceived consumers and put their privacy at risk by failing to safeguard their personal information,” according to the FTC.
The complaint alleged “serious lapses in the company’s data security” allowed hackers to gain administrative control of Twitter on two occasions between January and May of 2009.
“This was an error, and we apologize.”In its regulatory filing, Twitter estimated the range of probable loss in this matter is $150 million-$250 million and that it has recorded an accrual of $150 million.
The FTC investigation concerning violations of the 2011 consent order isn’t Twitter’s only concern.",Data Privacy
Compliance Week,Five tips for EU-U.S. data transfers post-Privacy Shield,https://www.complianceweek.com/data-privacy/five-tips-for-eu-us-data-transfers-post-privacy-shield/29274.article,,,2020-08-04T15:21:00+01:00,"The EDPB said it’s still possible to make “occasional and not repetitive” data transfers from the European Economic Area to the United States due to a number of derogations under Article 49 of the General Data Protection Regulation (GDPR).
However, data subjects must give their consent prior to any data transfer, and such consent should be:Explicit; Specific for the particular data transfer; and Informed, particularly as to the possible risks of the transfer to a third country without similar data protection standards.
Lawyers and privacy experts hope the EDPB and individual data protection authorities will produce more useful guidance as soon as possible.
Companies should also consider whether they should limit certain kinds of data being transferred to third countries, as well as question whether only certain kinds of data should be transferred (rather than all data).
Companies should also consider what additional legal, technical, or practical and contractual safeguards could be applied to minimize risks regarding data transfers.",Data Privacy
Compliance Week,British Airways banking on drastic reduction of record GDPR fine,https://www.complianceweek.com/data-privacy/british-airways-banking-on-drastic-reduction-of-record-gdpr-fine/29272.article,,,2020-08-03T21:04:00+01:00,"That figure amounts to a nearly $200 million reduction of the original sum the Information Commissioner’s Office (ICO) said it wanted to fine the company last July.
IAG said the greatly reduced figure “represents management’s best estimate of the amount of any penalty issued by the ICO… relating to the theft of customer data at British Airways in 2018”.
The process is ongoing, and no final penalty notice has been issued, though Elizabeth Denham, the Information Commissioner, told a virtual conference in May a final decision would be announced this month.
Lawyers have been divided by the size of the BA fine and the rationale behind it.
Some believe the ICO has wanted to make an example of large companies and thus handed out an eye-watering penalty as a way of making GDPR compliance a priority for all businesses.",Data Privacy
Compliance Week,White paper: Smart Content Governance - Unleash the Power of the Modern Cloud-based Office,https://www.complianceweek.com/thought-leadership/white-paper-smart-content-governance-unleash-the-power-of-the-modern-cloud-based-office/29243.article,,,2020-07-28T02:06:00+01:00,"Our white papers are prepared by our sponsors and are free to view.
How to downloadYou need to register for this site and agree to the sponsor’s conditions to be granted access.",Data Privacy
Compliance Week,Companies paying price for EU-U.S. Privacy Shield removal,https://www.complianceweek.com/data-privacy/companies-paying-price-for-eu-us-privacy-shield-removal/29239.article,,,2020-07-27T21:43:00+01:00,"On July 16 the Court of Justice of the European Union (CJEU) invalidated the EU-U.S. Privacy Shield, which allowed (on paper, at least) some 5,300-plus validated companies safe access to EU citizens’ data without fear of legal reprisals under EU privacy law.
The lack of coordination among national data protection authorities about what enforcement approach they should take is another issue that needs to be resolved quickly.
Privacy experts want guidance at EU level, indicating the circumstances per country under which SCCs can be used to transfer data.
But already EU data regulators have signaled different approaches and tolerances to non-compliance.
Guidance that is endorsed by all 27 EU data protection authorities (as well as the United Kingdom) is essential to ensure harmonization of rules and approach.”",Data Privacy
Compliance Week,CPE Webcast: Minimize exposure to supply chain regulatory and privacy risks,https://www.complianceweek.com/webcasts/cpe-webcast-minimize-exposure-to-supply-chain-regulatory-and-privacy-risks/29087.article,,,2020-07-23T14:00:00+01:00,"Before COVID-19, companies already faced regulatory and data privacy risks stemming from their supply chain partnerships.
As organizations are increasingly moving into a recovery phase and reorienting themselves to this new normal, they must consider the following:How have COVID-19 supply chain disruptions impacted companies’ exposure to regulatory and reputational risk?
What supply chain regulatory and reputational risks today are growing and evolving?
What impact has Covid-19 had on a firm’s “digital” supply chain?
How can companies mitigate their exposure to these evolving supply chain regulatory and reputational risks?",Data Privacy
Compliance Week,Nailed It or Failed It? Disney sends anti-hate message to Facebook,https://www.complianceweek.com/opinion/nailed-it-or-failed-it-disney-sends-anti-hate-message-to-facebook/29220.article,,,2020-07-22T18:30:00+01:00,"Nailed ItDisney: The powerful multimedia company is among the latest to pull advertising from Facebook as part of the #StopHateForProfit campaign.
Compliance teams at these two payment companies are updating their investigative processes to focus on COVID-19-related scams.
— Kyle BrasseurGoogle: A New York Times story pulled back the veil on Google’s privacy promises regarding software it created to support a coronavirus app.
Despite the company’s repeated assertions that the software protects the privacy of its users, turns out that Google can still collect a user’s location.
It’s just too much to ask of Google to re-engineer its super successful business model (which monetizes data for profit) into something that protects users’ privacy.",Data Privacy
Compliance Week,Europe’s top court strikes down U.S.-EU data transfer rule,https://www.complianceweek.com/data-privacy/europes-top-court-strikes-down-us-eu-data-transfer-rule/29197.article,,,2020-07-16T15:21:00+01:00,"Technology experts say that some companies may respond by moving more data to store it on servers inside the European Union.
They also say the possibility of ceasing some existing types of data transfers altogether cannot be ruled out.
“Failed schemes like this have significant impacts for individuals and for businesses,” says Stewart Room, global head of data protection and cyber-security at law firm DWF.
The judgment leaves a huge question mark over data transfers to the U.S.,” says Van Overstraeten.
The case—C-311/18 Facebook Ireland and Schrems—went to the CJEU in Luxembourg after the privacy campaigner challenged Facebook’s use of SCCs, saying they lacked sufficient data protection safeguards.",Data Privacy
Compliance Week,Nailed It or Failed It? Twitter’s meltdown exposes major vulnerability,https://www.complianceweek.com/opinion/nailed-it-or-failed-it-twitters-meltdown-exposes-major-vulnerability/29194.article,,,2020-07-16T09:29:00+01:00,"As of July 13, the company had filed 17 lawsuits and has a dedicated hotline for reporting bad actors.
The best part of the effort is that the company is donating all damages received to COVID-19 related non-profits.
At least $28 million of those funds will be earmarked for community lenders serving Black entrepreneurs.
“This is a reflection of our confidence in the future of India and its digital economy,” Pichai said in a statement.
The man used money obtained on behalf of an entity known as Texas Barbecue to instead invest in a cryptocurrency account.",Data Privacy
Compliance Week,Walmart latest hit with CCPA-related lawsuit,https://www.complianceweek.com/data-privacy/walmart-latest-hit-with-ccpa-related-lawsuit/29192.article,,,2020-07-15T19:41:00+01:00,"Walmart is the latest company to be slapped with a lawsuit.
The man, Lavarious Gardiner, says hundreds of other Walmart customers have similarly seen their Walmart data appear on the dark web, where criminals and fraudsters sell and trade it.
“Protecting our customers’ data is a top priority and something we take very seriously.
Most consumers have to depend on their state attorney general’s office to pursue action against companies when an alleged data breach occurs.
A lawsuit filed by data broker Bombora alleged its competitor, ZoomInfo, violated the CCPA by how it collected and sold the data of its customers.",Data Privacy
Compliance Week,"OCC report: Banks sound, but compliance risks elevated amid pandemic",https://www.complianceweek.com/risk-management/occ-report-banks-sound-but-compliance-risks-elevated-amid-pandemic/29711.article,,,2020-11-11T19:10:00+00:00,"The report covers risks facing national banks and federal savings associations based on data as of June 30.
In response to coronavirus-induced stresses, banks’ first reactions have been to trim operating costs, the OCC said.
“Key control functions and processes, such as risk management, audit, compliance, and staff development, should be maintained to ensure risk management oversight during times of economic stress,” the report said.
“Banks should have a clear understanding of the impact of a ransomware attack and the potential effects on the banks’ customers and third parties,” the OCC said.
“These programs featured increased compliance responsibilities and high transaction volumes while banks were trying to assess the impact of a weakened economy,” the OCC report said.",Cybersecurity
Compliance Week,Audit committee best practices for understanding and acting on cyber-threats,https://www.complianceweek.com/accounting-and-auditing/audit-committee-best-practices-for-understanding-and-acting-on-cyber-threats/29697.article,,,2020-11-05T20:44:00+00:00,"Cyber-security risk oversight is the area with the greatest increase in audit committee disclosures in proxy statements, according to the 2020 Audit Committee Transparency Barometer issued by the Center for Audit Quality and Audit Analytics.
Disclosures related to the audit committee’s responsibility for cyber-security risk oversight have increased significantly over the past five years.
As a result, boards of directors face the increasingly significant challenge of overseeing how their companies manage cyber-security risk.
At some companies, this responsibility is delegated to the audit committee.
He shared these best practices for companies and their boards and audit committees to address cyber-security risks.",Cybersecurity
Compliance Week,"New bank resiliency guidance tackles cyber-risk, pandemic planning",https://www.complianceweek.com/risk-management/new-bank-resiliency-guidance-tackles-cyber-risk-pandemic-planning/29680.article,,,2020-11-02T17:45:00+00:00,"In a year when the coronavirus pandemic has disrupted the worldwide economy, federal banking regulators have offered guidance to large banks on how to build and strengthen operational resiliency amid technology-based failures, cyber-incidents, pandemic outbreaks, natural disasters, and more.
The regulators said they plan to hold regular public discussions on the guidance later this year and in 2021.
The guidance addresses seven areas large banks should address to improve their operational resiliency: governance, operational risk management, business continuity management, third-party risk management, scenario analysis, information system management, and surveillance and reporting.
There is an addendum on sound practices for cyber-risk management that expands upon the guidance in these seven areas to provide targeted advice on the topic.
The disruption risks should be clearly outlined to the firm’s senior management, monitored carefully, and adjusted regularly.",Cybersecurity
Compliance Week,"In second drastic reduction, ICO fines Marriott $23.8M",https://www.complianceweek.com/regulatory-enforcement/in-second-drastic-reduction-ico-fines-marriott-238m/29674.article,,,2020-10-30T19:44:00+00:00,"The U.K.’s data regulator on Friday fined hotel group Marriott International £18.4 million (U.S. $23.8 million) under the EU’s data protection rules for failing to keep millions of customers’ personal data secure.
The Marriott fine is the second-highest the ICO has handed out under the GDPR following the £20 million (U.S. $26 million) penalty it hit British Airways with just two weeks ago.
The ICO also considered the economic impact of COVID-19 on Marriott’s business before setting a final penalty.
Marriott has not admitted liability for the breach but has said it does not intend to appeal the ICO’s decision.
Following the announcement of BA’s fine, lawyers say the cut in the size of the Marriott penalty was hardly surprising if the ICO wanted to show consistency.",Cybersecurity
Compliance Week,Choose your ending: What to do when your systems are hacked and ransom is demanded,https://www.complianceweek.com/cyber-security/choose-your-ending-what-to-do-when-your-systems-are-hacked-and-ransom-is-demanded/29555.article,,,2020-10-26T14:54:00+00:00,"Choose your own ending to this tale about a clinic, a criminal, and coronavirus to learn the risks and rewards of each choice.
Otherwise, the hackers threaten to start posting online some of the medical information they just stole.
This type of ransomware attack is called a crypto attack.
In another kind, a lock attack, hackers simply lock an organization out of one of their online platforms or systems.
Choose wisely … and if you want, reload the page when you’re done and choose a different answer to see the results of each action.",Cybersecurity
