category,keyword,date,media,title,summary
Rule,Foreign Corrupt Practices Act ,1 month ago,CNBC,U.S. says Herbalife to pay $123.1 million to resolve China bribery case,"Authorities said Herbalife schemed from 2007 to 2016 to bribe Chinese officials with cash, entertainment, meals and travel to obtain direct selling licenses, reduce government scrutiny and suppress negative coverage by state-controlled media.
China accounted for 19% of Herbalife's $4.49 billion of net sales in 2016, up from 7% in 2006, regulatory filings show.
The company will pay a $55.74 million criminal fine, plus $67.31 million in disgorgement and interest to resolve a related U.S. Securities and Exchange Commission civil case.
Last November, U.S. prosecutors filed related corruption charges against Yanliang Li, who led Herbalife's Chinese unit, and Hongwei Yang, who led its external affairs department.
Six weeks earlier, Herbalife agreed to pay $20 million to settle SEC charges it misled investors about its Chinese business."
Rule,Fund of Funds Rule,2 weeks ago,,The SEC Relaxed Fund-of-Funds Rules for Certain Investors. Here’s How.,"On Wednesday, the SEC announced its final rule on the matter, which had been a long time coming.
The SEC’s staff estimated that around 40 percent of registered fund managers hold an investment in at least one other fund.
One major issue that popped up was whether these new rules would apply to private funds.
The SEC did not capitulate, citing concerns that it does not have “sufficient experience” in designing rules for these types of investors, its final rule shows.
As a result, the final rule does not change the prior regulations on private and foreign funds."
Rule,Fund of Funds Rule,2 weeks ago,ThinkAdvisor,"SEC OKs Fund of Funds Update, New ‘Finders’ Exemption","SEC Chairman Jay Clayton (Photo: Andrew Harrer/Bloomberg)The Securities and Exchange Commission adopted Wednesday a new rule updating the regulatory framework for fund of funds arrangements, as well as a “finder” exemption for small-business capital formation funding.
Related: Sizing Up the SEC Accredited Investor Definition ChangesThe Commission approved a new rule and amendments under the Investment Company Act of 1940 to streamline and enhance the regulatory framework for funds that invest in other funds.
“Main Street investors have increasingly used mutual funds, exchange-traded funds (ETFs) and other types of funds to access our markets and invest for their future,” said SEC Chairman Jay Clayton, during the virtual open meeting.
“Retail investors similarly use fund of funds arrangements as a convenient way to allocate and diversify their portfolio through a single, professionally managed investment,” the SEC said.
SEC Commissioner Elad Roisman added that “the status of ‘finders’ has been a long-standing grey area in our broker-dealer regulatory regime."
Rule,Fund of Funds Rule,4 days ago,,Securities and Exchange Commission Adopts Final Fund of Funds Rule,"(see above) An acquiring fund would be required to disclose that it is or may at times be an acquiring fund in its registration statement.
These findings differ depending upon the type of entity and whether a fund is the acquiring fund or the acquired fund.
Permitting acquired funds to invest up to 10% of their total assets in other funds and private funds without restriction allows for flexibility in such acquired funds’ investment strategies.
However, many nontraded closed-end funds, which are now permitted acquired funds under the final rule, themselves invest in private funds.
Certain no-action letters that fall within the scope of the final rule will be withdrawn one year from the effective date of the final rule."
Rule,Fund of Funds Rule,1 month ago,Knowledge@Wharton,How to Select Your Mutual Fund? Look for Clarity,"Retail investors who feel overwhelmed by convoluted language in mutual fund prospectuses now have regulators watching their backs.
In August 2020, the Securities and Exchange Commission (SEC) published a proposed rule aimed at greater transparency and lucidity in mutual fund disclosures.
The scrutiny on clarity in fund disclosures and fees has been gathering momentum for a while, and the stakes are indeed high.
More than 8,000 mutual funds holding $18.7 trillion in assets were traded on U.S. exchanges during 2017, the paper noted.
Alternatively, the SEC could ask funds to be transparent about the total fees investors would have to pay, she added."
Rule,Fund of Funds Rule,"May 7, 2020",,A Program for Compliance with the Exchange Traded Fund Rule 6c-11,"This article provides compliance officers of ETFs with a step-by-step guide for assessing compliance with the ETF Rule and Disclosure Amendments.
Most other compliance policies and procedures, including those applicable to the ETFs’ fund of funds arrangements, would continue to be applicable as currently drafted.
Step 10: Listing Exchange ComplianceThe ETF Rule requires the ETF to be listed in order to be covered by the exemption.
Consequently, the ETF’s compliance officer will need to create, if applicable, policies and procedures to ensure compliance with such fund of funds’ relief conditions.
Step 12: Embrace ETF Compliance as an Ongoing ProcessThe new ETF Rule will make it vastly simpler and cost efficient for issuers to enter the ETF market."
Rule,Fund of Funds Rule,"Jun 26, 2020",Courthouse News Service,"Trump Scheme to Fund Border Wall Illegal, 9th Circuit Rules","Government contractors erect a section of Pentagon-funded border wall along the Colorado River in Yuma, Ariz., on Sept. 10, 2019.
Circuit Judge Sidney Thomas, a Bill Clinton appointee, found Trump violated the Appropriations Clause of the Constitution by illegally authorizing the transfer of Pentagon funds to cover border wall construction expenses in El Paso, Texas, and El Centro, California, along the southwest U.S.-Mexico border.
“The panel concluded that the district court correctly determined that the border wall was not an unforeseen military requirement, and that funding for the wall had been denied by Congress.
Trump had invoked Section 8005 and Section 9002 of the DOD Appropriations Act of 2019 to divert federal funds appropriated for other military purposes to fund border wall construction.
Nothing prevented Congress from funding solutions to this problem through the ordinary appropriations process — Congress simply chose not to fund this particular solution,” Thomas wrote."
Rule,Fund of Funds Rule,2 weeks ago,,Foley Governance and Regulatory Alert: SEC Adopts New Rule for Fund of Funds Arrangements,"Open-end funds, unit investment trusts, closed-end funds (including BDCs), exchange-traded funds and exchange-traded managed funds will all be able to rely on Rule 12d1-4 as both acquiring and acquired funds.
An acquiring fund that is part of the same fund group as the acquired fund and an acquiring fund that has a sub-adviser that acts as adviser to the acquired fund will not be subject to the control and voting conditions.
An acquiring fund that is part of the same fund group as the acquired fund and an acquiring fund that has a sub-adviser that acts as adviser to the acquired fund will not be subject to the control and voting conditions.
To address concerns that an acquiring fund could exert undue influence over an acquired fund or charge duplicative fees and expenses, the rule will require certain evaluations and findings be made before the acquiring fund invests in an acquired fund.
To address concerns that an acquiring fund could exert undue influence over an acquired fund or charge duplicative fees and expenses, the rule will require certain evaluations and findings be made before the acquiring fund invests in an acquired fund."
Rule,Fund of Funds Rule,2 weeks ago,Wall Street Journal,401(k)s Could Become Even Less Welcoming to ESG Funds,"Investors looking for more sustainable-investing funds in their retirement plans could be in for a wait.
The U.S. Labor Department in June proposed a rule that would make it more difficult for funds focused on so-called do-good investments—meaning they select securities based on environmental, social and governance (ESG) factors—to be included in 401(k) plans.
The department says the rule, which could take effect as early as Jan. 1, is needed to protect workers from investments that aren’t in their best financial interests."
Rule,Fund of Funds Rule,"Jun 25, 2020",Pensions & Investments,Regulators ease Volcker rule restrictions,"Five federal regulatory agencies Thursday finalized changes to the Volcker rule that loosen restrictions on banks investing in or sponsoring hedge funds and private equity funds.
The Volcker rule prohibits federally backed financial institutions from engaging in proprietary trading or having interests in private equity or hedge funds.
But in proposing the rule in January, regulators said it had created compliance uncertainty and imposed limits on certain banking services and activities that it did not intend to restrict.
They said commenters supported excluding long-term investment vehicles from the definition of covered funds in order to facilitate economic growth.
""While we understand the complexities of inter-agency rule-making efforts, and the compromises they entail, we will continue to consider the treatment of long-term investment vehicles and remain open to hearing any additional suggestions for further improving the regulations implementing the Volcker rule."""
Government,Global Financial Innovation Network,"Apr 29, 2020",bis.org,Saudi G20 Presidency and the Bank for International Settlements (BIS) Innovation Hub invite global innovators to find solutions to the most pressing financial regulatory & supervisory challenges,"Saudi G20 Presidency to fund cash prizes for most promising solutions to the operational problems announced today.
The BIS Innovation Hub, through its Singapore Centre, and the Saudi G20 Presidency have published high-priority RegTech/SupTech operational problems and invite private firms to develop innovative technological solutions.
An independent expert panel organized and sponsored by the Saudi G20 Presidency will choose these firms and identify the most promising solutions.
Winners will be announced in October 2020 and cash prizes of US$50,000 per problem solved will be awarded by the Saudi G20 Presidency.
End notes:About the Saudi G20 PresidencyIn 2020, Saudi Arabia will steer the work of the G20 towards 'Realizing Opportunities of the 21st Century for All'."
Government,Global Financial Innovation Network,"Jul 23, 2020",FinanceFeeds,FCA accepts 22 businesses into cohort 6 of regulatory sandbox,"The UK Financial Conduct Authority (FCA) today announces that it has accepted 22 businesses into cohort 6 of the regulatory sandbox to test innovative products and services.
The regulator received 68 applications to cohort 6 of the regulatory sandbox.
For cohort 6, the FCA called out, for the first time, areas where it would like to see more innovation.
This included propositions that ‘make finance work for everyone’ and ‘support the UK in the move to a greener economy’.
Let’s recall that the FCA accepted 29 businesses into cohort 5 of the regulatory sandbox to test innovative products, services, business models and delivery mechanisms."
Government,Global Financial Innovation Network,"Jan 31, 2020",Emerging Europe,Sandbox success cements Lithuania's reputation as fintech hub - Emerging Europe,"Only the third of its kind to open in continental Europe, the sandbox has been an enormous success.
According to the Bank of Lithuania, at the end of 2018 there were 87 licensed fintech companies in Lithuania.
Should financial innovations pay off, companies would be able to start operating under normal conditions, as in, apply for a license,” she adds.
As Arlauskaitė tells Emerging Europe, while the bank helps start-ups, the start-ups also educate the bank.
“The regulatory sandbox serves to ease the implementation of financial innovations in the financial market, especially where regulation of any activity that relies on financial innovations is insufficient or unclear."
Government,Global Financial Innovation Network,"Jun 11, 2020",Advisor.ca,Canadian and Taiwanese regulators join forces on fintech,"“Investors and the fintech industry will benefit from our regulatory environments, which combine flexibility with appropriate investor protection measures,” he said.
The big four CSA members (Alberta, British Columbia, Ontario and Quebec) are all signatories to the agreement, along with the regulators from Manitoba, New Brunswick, Nova Scotia and Saskatchewan.
Dr. Tien-Mu Huang, chairperson of Taiwan’s FSC, said, “This co-operation agreement between Canada and Taiwan aims to promote financial innovation, enhance supervisory cooperation, and facilitate market access for fintech businesses on both sides.”“Canada is a well-established financial innovation hub,” Huang said.
“Taiwan is equipped with abundant technological talents, strong innovation capabilities and mature financial industry.
They’ve also entered similar bilateral deals with several foreign regulators, including authorities in France, Singapore and Abu Dhabi."
Government,Global Financial Innovation Network,"Apr 16, 2020",,What does the FCA’s Business Plan 2020/2021 mean for FinTechs?,"On Tuesday 7 April 2020, the UK’s Financial Conduct Authority (the “FCA”) released its 2020/2021 business plan (the “Business Plan”) explaining its strategic focus.
The Business Plan refers to retail investment products as an area of particular concern.
COVID-19Unsurprisingly, the Business Plan puts a specific spotlight on the challenges presented by the COVID-19 pandemic.
CommentFCA’s Business Plan comes at a time of great uncertainty for markets, businesses and individual households.
FinTechs, like all other firms, will want to consider the Business Plan carefully and look at the key messages it delivers in respect of their business models and operations."
Government,Global Financial Innovation Network,"Feb 21, 2020",,Regulatory sandbox explained: a global overview,"What is a regulatory sandbox?
By first testing within a regulatory sandbox, regulators can judge much better the viability of innovative products and services.
In Italy, there are proposals for a new fintech sandbox and the creation of a Fintech Committee and Australia is looking to revise its under-utilised regulatory sandbox which has been available since 2016.
As it stands, only a handful of EU Member States have introduced regulatory sandboxes, namely Denmark, Poland, Lithuania and the Netherlands.
What about a global regulatory sandbox network?"
Government,Global Financial Innovation Network,"Aug 3, 2020",bis.org,BIS Innovation Hub and HKMA invite global innovators to participate in a trade finance digitisation TechChallenge,"The Bank for International Settlements Innovation Hub (BISIH) centre in Hong Kong SAR and the Hong Kong Monetary Authority (HKMA) today launched the TechChallenge - Digitising Trade Finance initiative to highlight the potential for new technologies to enhance trade finance mechanisms.
Private firms are invited to submit innovative solutions focusing on connecting TradeTech platforms, tech-driven trade finance inclusion for SMEs, and TradeTech infrastructure for emerging markets.
This initiative recognises that novel technologies and public-private partnerships can assist in improving outcomes, including through further digitising trade finance,"" said Benoît Cœuré, Head of the BISIH.
We envisage that the TechChallenge will encourage international collaboration, spur innovation and produce fruitful results that benefit the trade finance industry globally.""
The top proposals will be announced and showcased at the Hong Kong Fintech Week in November 2020."
Government,Global Financial Innovation Network,"Aug 10, 2020",bis.org,Saudi G20 Presidency and BIS Innovation Hub update on the progress made in the G20 TechSprint initiative,"The Saudi G20 Presidency and the Bank for International Settlements Innovation Hub (BISIH) updated today on progress made on the G20 TechSprint initiative, following a midpoint review of the hackathon-style competition with 20 shortlisted teams.
The G20 TechSprint initiative, launched in April 2020, aims to highlight the potential for technologies to resolve regulatory compliance (regtech) and supervisory (suptech) challenges.
This TechSprint is a breakthrough development, convening global innovation by regulators, for regulators, as a big step to that end.""
Together with the Saudi G20 Presidency and the BIS Innovation Hub, the G20 TechSprint initiative is also supported by the Monetary Authority of Singapore, the Financial Stability Board, API Exchange and the RegTech for Regulators Accelerator.
The Saudi G20 Presidency has made ""Framing Supervisory and Regulatory Issues for the Digital Era"" a priority under its Financial Sector agenda."
Government,Global Financial Innovation Network,"Jul 3, 2020",Regulation Asia,BIS Innovation Hub Can Draw Lessons from GFIN,"As the BIS Innovation Hub widens its reach, success will rely on its ability to cultivate a supportive ecosystem which includes financial institutions and innovators alike.
This expansion will widen the Innovation Hub’s reach and help to spur central bank work across multiple fintech and regtech pillars.
“With this expansion, the Innovation Hub will be well placed to advance work on a broad range of issues of importance to the central banking community, including digital currency and digital payments, cyber security, distributed ledger technology and artificial intelligence,” said Benoît Cœuré, Head of the BIS Innovation Hub.
“This expansion is a testament to the central banking community’s commitment to innovation and cooperation.”GFIN LessonsIn this, the BIS is following in the footsteps of the GFIN (Global Financial Innovation Network).
This may be instructive for the BIS Hub programme."
violation,hiding losses,"Apr 19, 2020",Bloomberg,Hin Leong Failed to Declare $800 Million Losses,"Hin Leong and Ocean Tankers both filed for court protection from creditors on Friday as the former struggles to repay its debts.
Hin Leong had only $50 million in cash as of April 2020, compared with $461 million in October 2019.
Bloomberg first reported Hin Leong’s financial difficulties April 10 after some lenders had pulled credit lines from Hin Leong amid concerns over its ability to finance its debts.
Both Hin Leong and Ocean Tankers have filed for protection from its creditors under Section 211B of Singapore’s Companies Act.
Hin Leong was established in 1963 and has grown into one of Asia’s largest suppliers of ship fuel, or bunkers."
violation,hiding losses,"Apr 19, 2020",Reuters,Exclusive: Head of oil trader Hin Leong didn't disclose $800 million losses - court filing,"The filing cites a collapse in the oil price and the coronavirus pandemic, which has hammered oil demand and pushed up costs for HLT, one of Asia’s largest oil traders.
The company “suffered about US$800 million in futures losses over the years but these were not reflected in the financial statements”, he said.
Bloomberg cited the $800 million in losses in a report late on Sunday.
Patrick Ang, managing partner at Rajah & Tann Singapore LLP, which is advising Hin Leong, also declined to comment when contacted by e-mail.
The remaining 22 banks named in the filing declined to comment or did not respond to emailed requests in the past several days."
violation,hiding losses,"Apr 20, 2020",TIME,Hin Leong Reportedly Failed to Declare $800 Million in Oil Losses,"Hin Leong and Ocean Tankers both filed for court protection from creditors on Friday as the former struggles to repay its debts.
The latest accounts of Hin Leong Trading, for the financial year ending October 31, 2019, were audited by Deloitte & Touche LLP.
Hin Leong had only $50 million in cash as of April 2020, compared with $461 million in October 2019.
Both Hin Leong and Ocean Tankers have filed for protection from its creditors under Section 211B of Singapore’s Companies Act.
Hin Leong was established in 1963 and has grown into one of Asia’s largest suppliers of ship fuel, or bunkers."
violation,hiding losses,"Mar 24, 2020",Law360,Adviser To Pay $35M In SEC Action Over Hiding Losses,"Law360 (March 24, 2020, 3:45 PM EDT) -- A New York-based firm will pay the SEC more than $35 million to resolve allegations that the firm spent years defrauding its customers by hiding losses in its flagship hedge fund, under the terms of a proposed judgment filed Monday in New York federal court.
The U.S. Securities and Exchange Commission, which filed the proposed judgment, asked U.S. District Judge Denise L. Cote to have International Investment Group LLC disgorge $30.9 million with $4.3 million in prejudgment interest, totaling $35.2 million.
Law360 provides the intelligence you need to remain an expert and beat the competition.
Access to case data within articles (numbers, filings, courts, nature of suit, and more.)
Create custom alerts for specific article and case topics and so much more!"
violation,hiding losses,"Apr 22, 2020",RealMoney,Singapore Oil Trading Billionaire Admits Hiding Huge Futures Losses,"Also worrying the business community is the collapse of the city's oil trading giant Hin Leong Trading, or HLT.
Lim, admits he covered up the small matter of US$800 million in oil futures losses over the years.
Lim said in an affidavit as part of the HLT protection filing that he had hidden US$800 million in oil trading losses.
HLT had suffered recent trading losses and its lenders had withdrawn lines of credit.
Other lenders owed at least US$100 million are Standard Chartered HK:2888 (US$240 million), Rabobank AS:RABO (US$230 million), Bank of China BACHY (US$210 million), ANZ ANZBY (US$190 million), Natixis NTXFY (US$160 million), Crédit Agricole CRARY (US$100 million), CTBC Financial CTFHY (US$100 million) and ICICI (US$100 million)."
violation,hiding losses,"Apr 27, 2020",NPR,"Artist Explores Grief, Memory And Loss Through Photographs","Artist Explores Grief, Memory And Loss Through PhotographsEnlarge this image toggle caption Amy Parrish Amy ParrishIn 2018, Amy Parrish wrote a letter to her grandmother, who was struggling with dementia, but just a few months later, her grandmother died before Parrish got around to sending it.
Enlarge this image toggle caption Amy Parrish Amy ParrishDuring this same visit, Parrish says, her grandmother insisted on needing to check the mail at an old farmhouse for no reason.
Enlarge this image toggle caption Amy Parrish Amy ParrishParrish likens some of the episodes of dementia that her grandmother experienced to dreams.
Enlarge this image toggle caption Amy Parrish Amy ParrishA working artist, Parrish spent time traveling without a home base during a yearlong period where she lost both her grandmothers and an uncle.
Enlarge this image toggle caption Amy Parrish Amy ParrishRoughly two years after her grandmother's death, Parrish started working on the project compulsively as she was looking through old photos and felt emotional floodgates opening."
violation,hiding losses,"Apr 20, 2020",Mumbai Mirror,Mahavitaran hid its distribution losses by 7.3%,"This means that the agriculture consumption for these years was also inflated by 30 per cent by the Mahavitaran.The working group also pointed out that 30 per cent inflation means that Mahavitaran has hidden its distribution losses by 7.3 per cent.
When its distribution losses were 22 per cent, it reported that its distribution losses were 14 per cent.
Besides this, it also got higher subsidy from the state government for selling power to agriculture consumers at lower rates.
Ltd. and Hyderabad based Administrative Staff College of India (ASCI).Earlier, attempts were made to find out actual agriculture consumption of Mahavitaran.
Hogade also pointed out that Mahavitaran, by inflating figures of agriculture consumption, sent the bills of higher amount to farmers."
violation,hiding losses,4 days ago,Washington Post,Monte Paschi’s Cover-Ups Have Damaged Italy,"On Thursday, Paschi’s former chairman Alessandro Profumo and ex-Chief Executive Officer Fabrizio Viola were convicted for false accounting and market manipulation.
As a result, Monte Paschi continued to mask the fact that it probably had an enormous trading position — a hugely risky proposition.
ADADThe Bank of Italy spotted accounting irregularities at Paschi as early as 2010, when former European Central Bank president Mario Draghi was its governor.
Italy has handed 8 billion euros ($9.4 billion) to Paschi, and its current market value is 1.4 billion euros.
Judges had to force the same prosecutors who won the convictions last year to take Profumo and Viola to court."
violation,hiding losses,"Feb 12, 2020",FinalCall.com News,Hiding The Truth!,"HIDING THE TRUTH causes the loss of friendship, beloved ones, and the loss of confidence and trust.
HIDING THE TRUTH causes heavy penalties, in court.
HIDING THE TRUTH causes innocent ones to be sent to prison or to death.
THE GREAT TRUTH that White America is hiding from her Black slaves (the Black Man and Black woman) is the truth that the salvation of the Black slaves is now present.
THE only way that the White race can survive and rule is by making false to appear as truth, and truth to appear as false."
violation,illicit profit,"Jun 24, 2020",,The Supreme Court’s Disgorgement Opinion Provides Potential Defenses and Emphasizes the Importance of a Global Risk Strategy,"Stressing the equitable nature of disgorgement, the Court found that in calculating the profit underlying SEC disgorgement orders, legitimate business expenses must be taken into account.
Liu involved an SEC enforcement action brought against defendants for their fraudulent operation of an investment fund.
The Supreme Court affirmed that the SEC had the authority to seek disgorgement as “equitable relief” under 15 U.S.C.
Entities involved in cross-border enforcement cases are especially well-positioned to maximize these new defenses.
Such entities should consider adopting a global risk strategy that relies on native practitioners with knowledge of the local community."
violation,illicit profit,3 weeks ago,Africanews English,Africa losing billions to illicit cash flows - UN report,"Africa loses nearly $89bn a year in illicit financial flows such as tax evasion, a United Nations study has showed.
A report released by the United Nations Conference on Trade and Development on Monday calls Africa a 'net creditor to the world'.
The export of commodities such as gold, diamond and platinum is responsible for almost half of the total figure lost every year.
Understating a commodity's true value deprives developing countries of foreign exchange and tax revenue, said the agency.
Economists have argued that despite being aid dependent, Africa is actually a net exporter of capital due to tax dodging and people hiding cash in tax havens."
violation,illicit profit,4 weeks ago,Profit by Pakistan Today,PM Imran proposes measures to stop illicit cashflow from developing countries,"ISLAMABAD: Prime Minister Imran Khan on Thursday called upon the international community to take steps to counter illicit flows of money, saying the “stolen assets of developing countries must be returned”, noting that billions of dollars illegally flow out of developing countries each year.
He further said his government had come “with a robust public mandate to get rid of this menace from our country”.
PM Imran added that Pakistan appreciated Nigeria and Norway’s initiative in establishing the panel.
Along with the FACTI panel, the premier also spoke at the ‘Poverty at a Crossroad: Using Leadership and the Multidimensional Poverty Index to Build Back Better’ event.
In his speech at the 74th UNGA session last year, PM Imran had highlighted sufferings of Kashmiris and the Indian action of annexing the occupied territory."
violation,illicit profit,"May 18, 2020",RealClearEnergy,"As Profits Vanish Upstream, Criminals Will Look Downstream","As volatile as the oil market may be, however, one segment of it remains relatively unscathed: the illicit downstream marketplace.
Plummeting oil prices may have curtailed both legitimate and illicit operations upstream, but the incentives for downstream crime have largely remained in place.
But in far too many cases, downstream crime is not just a small-time racket but a major income stream for vicious criminal organizations, terrorist groups, and militant outfits.
The means are available to counter downstream crime, and—along with it—the more reprehensible crimes it finances.
All three authors are contributors to the Atlantic Council’s new report, Downstream Oil Theft: Countermeasures and Good Practices."
violation,illicit profit,1 week ago,UN News,Greater cooperation urged worldwide as criminals seek to profit from COVID-19,"His comments came in a video message to the latest meeting of countries which have signed the UN Convention against Transnational Organized Crime.
The 🌍 comes together this week to take fight against organized crime to next level.
International cooperation through the Convention against Transnational Organized Crime is more urgent than ever”.
“Organized crime groups are selling substandard and falsified medical products, targeting individuals, health facilities and public agencies through internet scams.
Important work aheadSome 190 countries are party to the UN Convention against Transnational Organized Crime, the only legally binding global instrument against this threat."
violation,illicit profit,"Feb 24, 2020",Daily Hive,Nearly three people died per day in BC from illicit drugs in 2019: report,"The renewed calls come after the BCCS reported that there were 981 suspected illicit drug toxicity deaths in 2019 – representing an average of 2.7 deaths per day.
“More than 5,000 lives have been lost in BC since 2016 as a result of illicit drug toxicity,” said Lisa Lapointe, BC’s chief coroner.
The report also noted that over four in every five deaths in 2019 had fentanyl detected in post-mortem testing.
We’re still in a crisis.”The report found the municipalities experiencing the highest number of illicit drug toxicity deaths in 2019 are Vancouver, Surrey, Victoria, and Abbotsford.
Overall, the rate in BC was 19 deaths per 100,000 individuals in 2019."
violation,illicit profit,4 weeks ago,WTOC,Money seized from illicit gambling ring donated to Savannah agencies that help victims of crime,"“We handle cases that you would think during a pandemic we wouldn’t have to even see.
But we still see the child molestations, we still see the sexual assault of children, we still see the physical abuse of children.
This money really is going to take care of those kids,” Coastal Children’s Advocacy Center Executive Director Rose Grant-Robinson said."
violation,illicit profit,1 month ago,Arkansas Online,Bank stocks skid on illicit-funds report,"Shares of Deutsche Bank dropped 8.25%.
Deutsche Bank has been under scrutiny for years.
Deutsche Bank neither admitted nor denied the allegations in the settlement.
For years, Deutsche Bank has wrestled with regulatory penalties and fines, high costs, weak profits and a low share price.
The London Bank HSBC, Europe's largest acknowledged in 2012 that it had laundered at least $881 million for Latin American drug cartels."
violation,illicit profit,"Jul 9, 2020",CBC.ca,Police chiefs call on Ottawa to decriminalize possession of illicit drugs for personal use,"As Canada continues to battle an opioid epidemic, the Canadian Association of Chiefs of Police is calling on federal lawmakers to decriminalize the possession of small amounts of illegal drugs for personal consumption.
""Arresting individuals for simple possession of illicit drugs has proven to be ineffective.
""The CACP recognizes substance use and addiction as a public health issue.
""We recommend that Canada's enforcement-based approach for possession be replaced with a health-care approach that diverts people from the criminal justice system.""
#defundthepoliceThat report, delivered this month, concluded that substance abuse is a public health issue and that taking a public health approach to the problem would lead to lower rates of crime, overdoses and blood-borne diseases."
violation,illicit profit,3 weeks ago,HSToday,COVID-19 and Illicit Trade: When Organized Crime and Terrorists Profit from the Pandemic – Homeland Security Today,"The global COVID-19 pandemic has tragically impacted the lives, health and wellbeing of many around the world.
Transnational criminal organizations and global terror groups use illicit trade to facilitate crimes in local communities, disrupting civil society and cultivating corruption.
According to the World Economic Forum, $2.2 trillion will be lost due to diversions of illicit trade funds in 2020.
The illicit trade economy is equivalent to the economies of Mexico and Indonesia combined, and dwarfs those of Brazil, Italy and Canada.
Indeed, more needs to be done, but the partnerships and infrastructure to combat illicit trade are growing."
violation,improper handling,"Apr 14, 2020",WPIX 11 New York,Improper handling of bodies at Brooklyn nursing home,"EAST NEW YORK, Brooklyn — Community advocates and nurses who work at Linden Center nursing home in East New York described to PIX11 an environment of lack of personal protective equipment and improper handling of dead bodies.
Nurses, alongside community advocates, said they are exposing a horrifying situation inside Linden Center.
""You go to other neighborhoods, you’ve been to Javits Center, you’ve been to Westchester.
PIX11 News heard back from an attorney for Linden center.
Like all medical facilities on the front lines, Linden Center is treating COVID-19 patients as required by the Department of Health."
violation,improper handling,"Feb 7, 2020",Finance Magnates,SEC Fines ABN AMRO for Improper Handling of ADRs,"The US-based broker-dealer arm of Netherlands banking giant ABN AMRO on Thursday agreed to pay $586,000 to settle claims that they issued American Depository Receipts (ADRs) without possessing the underlying foreign shares.
The agency accuses ABN AMRO Clearing Chicago LLC of failure to supervise its securities lending desks, which caused ADRs to be issued while not backed by actual shares, leaving them ripe for potential market abuse.
Specifically, the top securities watchdog said ABN AMRO provided ADRs, which are certificates representing ownership of a foreign stock, to clients without ensuring they would be backed by the actual shares.
Wall Street’s top regulator said ABN AMRO did not admit or deny the SEC’s findings but agreed to return its “ill-gotten gains” and comply with the SEC’s fine.
Brokers who sell or transfer ADRs are typically responsible for ensuring that a matching number of foreign shares has been deposited with a custodian."
violation,improper handling,1 week ago,Security Boulevard,Morgan Stanley Receives $60 Million Fine for Improper Handling of Customer Data,"Morgan Stanley investment bank must pay a whopping $60 million fine for failing to properly decommission multiple business data centers that stored sensitive customer information, the Office of the Comptroller of the Currency (OCC) announced earlier this month.
However, similar shortcomings were observed in 2019, when the bank failed to properly dispose of customer data stored on computer servers at a local branch.
“In 2016, the Bank failed to exercise proper oversight of the decommissioning of two Wealth Management business data centers located in the US,” The OCC said.
The lawsuit claims Morgan Stanley failed to secure and safeguard personal identifiable information on previously decommissioned company-owned equipment.
“Plaintiff brings this class action against Morgan Stanley for its failure to properly secure and safeguard personal identifiable information,” a class action complaint reads."
violation,improper handling,"Feb 7, 2020",,Broker-Dealer Settles SEC Charges for Improper Handling of ADRs,"A broker-dealer agreed to settle SEC charges for failing to properly handle ""pre-released"" American Depositary Receipts (""ADRs"") and for related supervisory failures.
According to the SEC, the broker-dealer improperly borrowed pre-released ADRs from other brokers, when it should have known that those brokers did not own the foreign shares necessary to support those ADRs.
The SEC also determined that the broker-dealer had insufficient supervisory policies and procedures to adequately supervise its securities lending desk personnel.
The broker-dealer agreed to (i) disgorge $326,096.87, (ii) pay prejudgment interest of $80,970.35, and (iii) pay a civil monetary penalty of $179,353.27 to the SEC."
violation,improper handling,"Jan 14, 2020",The Star Beacon,Dakota Burdette pleads guilty to improperly handling firearms in a vehicle,"Ashtabula, OH (44004)TodayRain showers this morning with overcast skies during the afternoon hours.
Thunder possible.
Winds WSW at 10 to 15 mph.
Chance of rain 50%..TonightMostly cloudy skies with a few showers after midnight.
Chance of rain 30%."
violation,improper handling,1 week ago,Fox17,State escalates enforcement against Belding manufacturer after improper handling of chemicals,"LANSING, Mich. — KMI will no longer be making chlorine tabs after the Michigan Department of Environment, Great Lakes and Energy escalated its enforcement against the company.
The company failed to properly handle chemicals, which led to fires at their facility in Belding, according to a news release Friday.
The state drafted a proposed consent order to make this and other restrictions legally enforceable.
Its items include:Addressing alleged air quality violationsRequiring KMI to follow a compliance programRequiring KMI to pay a $115,000 fine, due 30 days after the final consent orderStipulated fees for future violations of the finalized consent orderREAD MORE: City manager worried about air quality after Belding fire"
violation,improper handling,"Feb 11, 2020",DesMoinesRegister.com,Waukee teacher's weekly doughnut sale prompts state audit finding improper handling of money,"A Waukee High School teacher's weekly Krispy Kreme doughnut sale was scrutinized by State Auditor Rob Sand, whose office reported on Tuesday that improper handling of fundraiser money in the past school year prevented district oversight.
The money was collected to support the school newspaper and yearbook.
The auditor said that ""reasonable"" funds were eventually forwarded to the district, accounting for reimbursements for the routine doughnut hauls.
Sand reported that $728 out of $750 in doughnut sales paid for through Square that year was deposited to Peterson's account.
A spokesperson for the Waukee Community School District said Peterson retired on Monday, the day before the report became public."
